region,Site name,Is the  site  well cleaned and maintained?,,
6770,0254NORTH_KANE2,-1,15,0254NORTH_KANE2/cs5410_ct0003_se0031_1352019778860.jpg
1920,KENYASI,-1,15,KENYASI/cs5472_ct0006_se0089_1351667184559.jpg
1313,PRESTEA VODAFONE,-1,15,PRESTEA VODAFONE/DSC00087.jpg
159,3021 SOMANYA VODAFONE,-1,15,3021 SOMANYA VODAFONE/DSC00647.jpg
1631,0FFINSO,-1,15,0FFINSO/DSC00830.jpg
3775,Achimota Golf Course,-1,15,Achimota Golf Course/DSC01905.jpg
990,KOJOKROM,-1,15,KOJOKROM/DSC02082.jpg
1293,PETUDUASI,-1,15,PETUDUASI/DSC02134.jpg
989,KOJOABA,-1,15,KOJOABA/DSC02134.jpg
981,KOFORIDUA NORTH,-1,15,KOFORIDUA NORTH/DSC02198.jpg
2557,1622KONGO,-1,15,1622KONGO/DSC02211.jpg
1242,OBO KWAHU,-1,15,OBO KWAHU/DSC02226.jpg
689,DCS_TAKORADI_AIRPORT,-1,15,DCS_TAKORADI_AIRPORT/DSC02330.jpg
2387,OSU (2),-1,15,OSU (2)/DSC02712.jpg
2346,Nungua Brigade,-1,15,Nungua Brigade/DSC02943.jpg
794,FRANKADUA,-1,15,FRANKADUA/DSC03434.jpg
764,DZOLO(MTN),-1,15,DZOLO(MTN)/DSC03494.jpg
2308,MINISTRIES_GT,-1,15,MINISTRIES_GT/DSC03597.jpg
2272,Legon,-1,15,Legon/DSC05626.jpg
1330,SAWLA EXPRESSO,-1,15,SAWLA EXPRESSO/DSCF1185.jpg
2,0146 SOMANYA AIRTEL,-1,15,0146 SOMANYA AIRTEL/DSCF1219.jpg
1908,KAASE 4,-1,15,KAASE 4/DSCF1286.jpg
110,2738AFERE,-1,15,2738AFERE/DSCF1286.jpg
2402,PALLADIUM,-1,15,PALLADIUM/DSCF1286.jpg
1332,SEFI BODI MTN,-1,15,SEFI BODI MTN/DSCF1389.jpg
410,AMEDZOPE(VODAFONE&TIGO),-1,15,AMEDZOPE(VODAFONE&TIGO)/DSCF5185.jpg
83,2601 GURUGU MTN,-1,15,2601 GURUGU MTN/DSCF5234.jpg
241,ABUTIA(MTN),-1,15,ABUTIA(MTN)/DSCF5239.jpg
817,GUMANI JUNCTION AIRTEL,-1,15,GUMANI JUNCTION AIRTEL/DSCF5267.jpg
555,BANK OF GHANA MTN,-1,15,BANK OF GHANA MTN/DSCF5267.jpg
651,Daboase(old160),-1,15,Daboase(old160)/DSCF5337.jpg
40,1629DIARA_KADIA,-1,15,1629DIARA_KADIA/DSCF5402.jpg
708,DIARI VODAFONE,-1,15,DIARI VODAFONE/DSCF5402.jpg
1295,PIGU MTN,-1,15,PIGU MTN/DSCF5472.jpg
57,1653 WULUGU MTN,-1,15,1653 WULUGU MTN/DSCF5606.jpg
2545,0718BOLGATNGA_2,-1,15,0718BOLGATNGA_2/DSCF5606.jpg
916,KARAMENGA_GT VODAFONE,-1,15,KARAMENGA_GT VODAFONE/DSCF5610.jpg
2244,KWABENYA OSCAR  ,-1,15,KWABENYA OSCAR  /DSCI0035.jpg
279,Adwumam,-1,15,Adwumam/DSCI0134.jpg
1174,NKAWKAW GT,-1,15,NKAWKAW GT/DSCI0159.jpg
2006,MANHYIA,-1,15,MANHYIA/DSCI0210.jpg
1927,KNUST FACULTY OF PHARMACY,-1,15,KNUST FACULTY OF PHARMACY/DSCI0234.jpg
1918,KENTINKRONO 2,-1,15,KENTINKRONO 2/DSCI0326.jpg
4292,0142CANTONMENT1,-1,15,0142CANTONMENT1/DSCI0434.jpg
1664,ADUM,-1,15,ADUM/DSCI0640.jpg
1909,KANKANFRASE,-1,15,KANKANFRASE/DSCI0673.jpg
1421,TAKORADI 1,-1,15,TAKORADI 1/DSCI0953.jpg
2075,Atomic Junction,-1,15,Atomic Junction/DSCI1243.jpg
993,KOJOKROM MTN,-1,15,KOJOKROM MTN/DSCI1261.jpg
2074,atomic energy,-1,15,atomic energy/DSCN0020.jpg
249,ADAMSU,-1,15,ADAMSU/DSCN0052.jpg
1508,TEPO NTUMDA VOD,-1,15,TEPO NTUMDA VOD/DSCN0083.jpg
2414,POKUASE,-1,15,POKUASE/DSCN0103.jpg
12,0669DOMEABRA,-1,15,0669DOMEABRA/DSCN0340.jpg
1894,JAMASI 1,-1,15,JAMASI 1/DSCN0403.jpg
770,Effiekuma,-1,15,Effiekuma/DSCN0604.JPG
1627,ZIOPE TIGO,-1,15,ZIOPE TIGO/DSCN0648.jpg
794,FRANKADUA,-1,15,FRANKADUA/DSCN0654.JPG
720,DOMEABRA_TAMALE-ROAD 03 EXPRESSO,-1,15,DOMEABRA_TAMALE-ROAD 03 EXPRESSO/DSCN0676.jpg
739,DORMABIN(VODAFONE),-1,15,DORMABIN(VODAFONE)/DSCN0679.jpg
747,DUAYAW NKWANTA,-1,15,DUAYAW NKWANTA/DSCN0706.jpg
43,1635SAWLA,-1,15,1635SAWLA/DSCN0783.jpg
2274,LEGON-BUSSINESS-SCH,-1,15,LEGON-BUSSINESS-SCH/DSCN0848.jpg
289,AFLAO GT(VODAFONE),-1,15,AFLAO GT(VODAFONE)/DSCN0867.jpg
613,BOSOMOISO 2 GBC,-1,15,BOSOMOISO 2 GBC/DSCN1127.jpg
1354,SHAMA AIRTEL,-1,15,SHAMA AIRTEL/DSCN1177.jpg
1106,MIM MTN,-1,15,MIM MTN/DSCN1286.JPG
2193,GOI EXPRESSO,-1,15,GOI EXPRESSO/DSCN1323.jpg
852,HO DOME AIRTEL,-1,15,HO DOME AIRTEL/DSCN1347.jpg
2282,MADINA ESTATES,-1,15,MADINA ESTATES/DSCN1414.jpg
2194,GOI MTN,-1,15,GOI MTN/DSCN1420.jpg
2348,Nungua expresso,-1,15,Nungua expresso/DSCN1704.JPG
1418,Swedru Woraba Vodafone,-1,15,Swedru Woraba Vodafone/DSCN1840.JPG
706,DIARI TAMALE_B ROAD 02 EXPRESSO,-1,15,DIARI TAMALE_B ROAD 02 EXPRESSO/DSCN2015.jpg
6732,0799DODOWA,-1,15,0799DODOWA/DSCN2152.jpg
2472,ST. ANTHONY,-1,15,ST. ANTHONY/DSCN2178.jpg
2266,Laterbiokorshie Brigade,-1,15,Laterbiokorshie Brigade/DSCN2303.JPG
223,Abura Dunkwa Tigo,-1,15,Abura Dunkwa Tigo/DSCN2364.JPG
221,Abura C Poly MTN,-1,15,Abura C Poly MTN/DSCN2391.jpg
1001,KPANDO EXP,-1,15,KPANDO EXP/DSCN2409.jpg
938,KETE KRACHI TIGO,-1,15,KETE KRACHI TIGO/DSCN2413.JPG
1431,TAKORADI POLYTECHNIC TIGO,-1,15,TAKORADI POLYTECHNIC TIGO/DSCN2447.jpg
2224,Kawukudi Junct.,-1,15,Kawukudi Junct./DSCN2476.jpg
235,ABUTIA,-1,15,ABUTIA/DSCN2485.jpg
813,GRUPE TIGO,-1,15,GRUPE TIGO/DSCN2555.jpg
924,KENTE 2,-1,15,KENTE 2/DSCN2579.JPG
841,HO 4 MTN,-1,15,HO 4 MTN/DSCN2615.jpg
54,1648 PONG_TAMALE MTN,-1,15,1648 PONG_TAMALE MTN/DSCN2678.jpg
1339,SEFWI_WIAWSO,-1,15,SEFWI_WIAWSO/DSCN2736.jpg
1164,NKASEIM,-1,15,NKASEIM/DSCN2738.jpg
765,DZOLO(VODAFONE),-1,15,DZOLO(VODAFONE)/DSCN2757.jpg
990,KOJOKROM,-1,15,KOJOKROM/DSCN2773.jpg
749,DUAYAW NKWANTA EXPRESSO,-1,15,DUAYAW NKWANTA EXPRESSO/DSCN2787.jpg
912,KADJEBI 9,-1,15,KADJEBI 9/DSCN2821.jpg
81,1999 WUNGU MTN,-1,15,1999 WUNGU MTN/DSCN2827.JPG
587,BEREKUM HOSPITAL,-1,15,BEREKUM HOSPITAL/DSCN2852.jpg
914,KADJEBI VODAFONE,-1,15,KADJEBI VODAFONE/DSCN2934.JPG
1333,SEFWI ASAWINSO AIRTEL,-1,15,SEFWI ASAWINSO AIRTEL/DSCN2975.jpg
1232,NYAWGRUPE(TAMALE-K-ROAD 02),-1,15,NYAWGRUPE(TAMALE-K-ROAD 02)/DSCN2999.jpg
1226,NYANOA REP EXPRESSO,-1,15,NYANOA REP EXPRESSO/DSCN3213.jpg
584,BEREKUM CONTINENTAL,-1,15,BEREKUM CONTINENTAL/DSCN3281.jpg
1078,LARTEH 2,-1,15,LARTEH 2/DSCN3309.JPG
1027,KUKUOM,-1,15,KUKUOM/DSCN3313.jpg
1411,Swedro Tigo,-1,15,Swedro Tigo/DSCN3386.jpg
187,3932 MOSI_ZONGO MTN,-1,15,3932 MOSI_ZONGO MTN/DSCN3400.jpg
186,3925 ZUDGUNG MTN,-1,15,3925 ZUDGUNG MTN/DSCN3607.jpg
1916,KENTINKRONO,-1,15,KENTINKRONO/DSCN4092.JPG
847,HO AWATEDOME MTN,-1,15,HO AWATEDOME MTN/DSCN4988.JPG
1894,JAMASI 1,-1,15,JAMASI 1/DSCN6297.JPG
1878,GYENASI-KAKARI,-1,15,GYENASI-KAKARI/DSCN6510.JPG
2359,ODORKOR TIGO,-1,15,ODORKOR TIGO/DSCN6744.JPG
2256,Labadi Nativity,-1,15,Labadi Nativity/null_ct0009_se0002_1350987969018.jpg
2278,MADINA AIRTEL,-1,15,MADINA AIRTEL/PB100148.jpg
2475,Sukura,-1,15,Sukura/PB130570.jpg
2225,KISSEMAN AIRTEL,-1,15,KISSEMAN AIRTEL/PB130575.jpg
319,Ajaaka Manso,-1,15,Ajaaka Manso/PB130595.jpg
711,Dixcove(old163),-1,15,Dixcove(old163)/PB130614.jpg
306,Agona Nyakrom Mtn,-1,15,Agona Nyakrom Mtn/PB130654.jpg
2416,POKUASE (ACP),-1,15,POKUASE (ACP)/PB140679.jpg
2520,Trasacco 1800,-1,15,Trasacco 1800/PB140704.jpg
1378,SOPUMU DUNKWA TIGO,-1,15,SOPUMU DUNKWA TIGO/PB140714.jpg
1362,SKY TV,-1,15,SKY TV/PB140731.jpg
6813,0504TEMA_SSNIT,-1,15,0504TEMA_SSNIT/PB140745.jpg
942,KIBI (OLD 104),-1,15,KIBI (OLD 104)/PB140792.jpg
2100,CANTONMENTS VODAFONE,-1,15,CANTONMENTS VODAFONE/PB140802.jpg
1343,SEKONDI 1,-1,15,SEKONDI 1/PB140817.jpg
1349,SEKONDI_GT,-1,15,SEKONDI_GT/PB140828.jpg
761,DZODZE(MTN),-1,15,DZODZE(MTN)/PB140841.jpg
857,HO KPODZI MTN,-1,15,HO KPODZI MTN/PB140857.jpg
1346,SEKONDI ADIEMBRA,-1,15,SEKONDI ADIEMBRA/PB140875.jpg
4329,0226KINGDOM_BKS,-1,15,0226KINGDOM_BKS/PB140967.jpg
291,AFLAO(TIGO),-1,15,AFLAO(TIGO)/PB141026.jpg
2247,KWASHIEMAN MTN,-1,15,KWASHIEMAN MTN/PB141036.jpg
822,Gyaman,-1,15,Gyaman/PB151054.jpg
313,Agona Swedru Vodafone,-1,15,Agona Swedru Vodafone/PB151139.jpg
4317,0251EAST_LEGON3,-1,15,0251EAST_LEGON3/PB151180.jpg
4135,0198SAMPA_VALLY,-1,15,0198SAMPA_VALLY/PB161227.jpg
2427,RINGWAY,-1,15,RINGWAY/PB161250.jpg
146,2939 BOGUNAYILI MTN,-1,15,2939 BOGUNAYILI MTN/PB161300.jpg
3721,0166ACC_TECH,-1,15,0166ACC_TECH/PB161350.jpg
614,BOSOMOISO GBC,-1,15,BOSOMOISO GBC/PB161369.jpg
1338,SEFWI WIAWSO TIGO,-1,15,SEFWI WIAWSO TIGO/PB161374.jpg
876,Inchaban Tigo,-1,15,Inchaban Tigo/PB161390.jpg
3676,1102OFANKOR_3,-1,15,1102OFANKOR_3/PB161404.jpg
132,2864EKUMFO_EKU,-1,15,2864EKUMFO_EKU/PB161414.jpg
3459,0134KWABENYA,-1,15,0134KWABENYA/PB161434.jpg
2539,0629SANDEMA,-1,15,0629SANDEMA/PB161453.jpg
904,KADE,-1,15,KADE/PB161463.jpg
72,1872 KWAHU TAFO MTN,-1,15,1872 KWAHU TAFO MTN/PB181474.jpg
1050,KWAHU FODUA,-1,15,KWAHU FODUA/PB181501.jpg
6922,0770ITUMA,-1,15,0770ITUMA/PB181507.jpg
1668,0397ADUM_3,-1,15,0397ADUM_3/PB181533.jpg
261,Adiembra Tigo,-1,15,Adiembra Tigo/PB181552.jpg
6920,0741SEKONDI_3,-1,15,0741SEKONDI_3/PB181566.jpg
2541,0699ZEBILA,-1,15,0699ZEBILA/PB191583.jpg
131,2863BONSU_KONTA,-1,15,2863BONSU_KONTA/PB191599.jpg
215,ABOTOASE(TIGO),-1,15,ABOTOASE(TIGO)/PB191625.jpg
6881,0566NUNGUA_3,-1,15,0566NUNGUA_3/PB191638.jpg
1506,TEPA AMENYA,-1,15,TEPA AMENYA/PB191662.jpg
6855,0140TRADE_FAIR,-1,15,0140TRADE_FAIR/PB191675.jpg
2451,shiashie,-1,15,shiashie/PB191697.jpg
1779,ASONOMANSO,-1,15,ASONOMANSO/PB191707.jpg
769,EFFIAKUMA_NORTH,-1,15,EFFIAKUMA_NORTH/PB191725.jpg
6853,0595T_NEWTOWN_2,-1,15,0595T_NEWTOWN_2/PB191733.jpg
628,BUIPE VODAFONE,-1,15,BUIPE VODAFONE/PB201784.jpg
6852,0593TEMA_COM_11,-1,15,0593TEMA_COM_11/PB201799.jpg
1068,KWESIMINTIM,-1,15,KWESIMINTIM/PB201830.jpg
572,Beku,-1,15,Beku/PB201858.jpg
988,KOFO-SSNIT,-1,15,KOFO-SSNIT/PB201882.jpg
6849,0579T_INDTRY5,-1,15,0579T_INDTRY5/PB201886.jpg
46,1640MPEASIM,-1,15,1640MPEASIM/PB201898.jpg
6847,0575ASHA_LEBANO,-1,15,0575ASHA_LEBANO/PB201949.jpg
53,1647 GONDO_TUNA Mtn,-1,15,1647 GONDO_TUNA Mtn/PB201975.jpg
1093,MANKESSIM MTN,-1,15,MANKESSIM MTN/PB201982.jpg
48,1642BAMBOI,-1,15,1642BAMBOI/PB202010.jpg
1435,TAKORADI_EX_GT,-1,15,TAKORADI_EX_GT/PB202042.jpg
6845,0572ASH_JERICO,-1,15,0572ASH_JERICO/PB212061.jpg
318,Ahenfie,-1,15,Ahenfie/PB212072.jpg
2377,Opeibea,-1,15,Opeibea/PB212088.jpg
300,Agona Amenfi,-1,15,Agona Amenfi/PB212119.jpg
2372,OLD NINGO,-1,15,OLD NINGO/PB212125.jpg
585,BEREKUM EXPRESSO,-1,15,BEREKUM EXPRESSO/PB212149.jpg
6837,0542LASHIBI,-1,15,0542LASHIBI/PB212167.jpg
170,3645 KAKPAYILI_2 MTN,-1,15,3645 KAKPAYILI_2 MTN/PB212181.jpg
32,0939TAMALE_6,-1,15,0939TAMALE_6/PC010130.jpg
260,Adiembra rep,-1,15,Adiembra rep/PC010136.jpg
196,ABESIM MTN,-1,15,ABESIM MTN/PC020254.jpg
1111,MOREE MTN,-1,15,MOREE MTN/PC020267.jpg
4828,1135MATAHEKO,-1,15,1135MATAHEKO/PC020314.jpg
6823,0525ASH_LEBANO2,-1,15,0525ASH_LEBANO2/PC020345.jpg
2339,North Kaneshie expresso,-1,15,North Kaneshie expresso/PC020359.jpg
426,Anto Tigo,-1,15,Anto Tigo/PC030420.jpg
5046,Brofoyedru,-1,15,Brofoyedru/PC030440.jpg
1876,GOVT HILL B,-1,15,GOVT HILL B/PC030468.jpg
731,DORMAA,-1,15,DORMAA/PC030563.jpg
6806,0554KLAGON,-1,15,0554KLAGON/SAM_1070.jpg
2372,OLD NINGO,-1,15,OLD NINGO/SAM_1252.jpg
115,2748BUAKO,-1,15,2748BUAKO/SAM_1266.jpg
582,BEREKUM BR 0676 (MTN),-1,15,BEREKUM BR 0676 (MTN)/SAM_1283.jpg
1190,NKWABENG,-1,15,NKWABENG/SAM_1289.jpg
1677,3604AGOGOSO,-1,15,3604AGOGOSO/SAM_1338.jpg
869,HOHOE OLD EXP,-1,15,HOHOE OLD EXP/SAM_1365.jpg
1884,JACOBU,-1,15,JACOBU/SAM_1396.jpg
1884,JACOBU,-1,15,JACOBU/SAM_1396.jpg
2393,Osu(old33),-1,15,Osu(old33)/SAM_1396.jpg
2393,Osu(old33),-1,15,Osu(old33)/SAM_1396.jpg
1664,ADUM,-1,15,ADUM/SAM_1406.jpg
2411,Pentecost Junction,-1,15,Pentecost Junction/SAM_1968.jpg
3834,Adabraka Newtown,-1,15,Adabraka Newtown/SDC10102.jpg
3818,AKWETEYMAN,-1,15,AKWETEYMAN/SDC10176.jpg
566,BECHEM,-1,15,BECHEM/SDC10256.jpg
662,DAMANGO TIGO,-1,15,DAMANGO TIGO/SDC10410.jpg
309,Agona Swedru 2 Airtel,-1,15,Agona Swedru 2 Airtel/SDC10824.jpg
3473,Abossey Okai Zongo,-1,15,Abossey Okai Zongo/SDC11028.jpg
1702,AHWEREWA,-1,15,AHWEREWA/SDC11176.jpg
171,3646 NOBISCO MTN,-1,15,3646 NOBISCO MTN/SDC11219.jpg
160,3063 NKWATIA VODAFONE,-1,15,3063 NKWATIA VODAFONE/SDC11396.jpg
4285,0123KAN_ MARKET,-1,15,0123KAN_ MARKET/SDC11620.jpg
1058,KWAME DANSO,-1,15,KWAME DANSO/SDC11829.jpg
1700,AHODWO_,-1,15,AHODWO_/SDC11864.jpg
2095,BUBUASHIE 2 MTN,-1,15,BUBUASHIE 2 MTN/SDC12253.jpg
2097,BUBUASHIE AIRTEL,-1,15,BUBUASHIE AIRTEL/SDC12278.jpg
164,3126 MEPOM VODAFONE,-1,15,3126 MEPOM VODAFONE/SDC12423.jpg
1189,NKURAKAN,-1,15,NKURAKAN/SDC13095.jpg
1391,SUHUM AYEKOTSE,-1,15,SUHUM AYEKOTSE/SDC13139.jpg
878,JAPEKROM,-1,16,JAPEKROM/02012060072.jpg
1092,MANKESSIM AIRTEL,-1,16,MANKESSIM AIRTEL/100_2317.jpg
1295,PIGU MTN,-1,16,PIGU MTN/cs0527_ct0006_se0006_1351344144333.jpg
50,1644 TINGA_JK Mtn,-1,16,1644 TINGA_JK Mtn/cs0791_ct0001_se0036_1350291687003.jpg
544,BAANAFOUR,-1,16,BAANAFOUR/cs0963_ct0003_se0064_1350897965332.jpg
780,Essiama,-1,16,Essiama/cs1157_null_null_1352286927760.jpg
898,JUABOSO MTN,-1,16,JUABOSO MTN/cs1431_ct0006_se0026_1351078479017.jpg
1335,SEFWI BOAKO,-1,16,SEFWI BOAKO/cs1502_null_null_1351589812153.jpg
180,3882WEST_FIJAI,-1,16,3882WEST_FIJAI/cs1503_null_null_1351602691539.jpg
1340,SEFWI_WIAWSO TIGO,-1,16,SEFWI_WIAWSO TIGO/cs1505_null_null_1351506723517.jpg
124,2839EKUAS_PRSON,-1,16,2839EKUAS_PRSON/cs1509_null_null_1350994709195.jpg
1336,SEFWI BOODI,-1,16,SEFWI BOODI/cs1509_null_null_1350994804424.jpg
1645,0628ABOFOR,-1,16,0628ABOFOR/cs1514_null_null_1351493679441.jpg
94,2641 TAMALE_8 MTN,-1,16,2641 TAMALE_8 MTN/cs1524_null_null_1351414505813.jpg
1069,KWESIMINTIM TIGO,-1,16,KWESIMINTIM TIGO/cs1593_null_null_1350981048952.jpg
2306,MICHEL_CAMP_SANCO_4,-1,16,MICHEL_CAMP_SANCO_4/cs1611_null_null_1351514417419.jpg
1475,TANOKROM EAST TIGO,-1,16,TANOKROM EAST TIGO/cs1615_null_null_1351058532911.jpg
1512,TETEMA MTN,-1,16,TETEMA MTN/cs1619_null_null_1351257576015.jpg
1359,SIBI HILL MTN,-1,16,SIBI HILL MTN/cs1622_null_null_1351524634998.jpg
1481,TDI AIRPORT RIDGEZ,-1,16,TDI AIRPORT RIDGEZ/cs1625_null_null_1351608410271.jpg
3775,Achimota Golf Course,-1,16,Achimota Golf Course/cs1948_null_null_1351499019500.jpg
127,2850SKYYTV,-1,16,2850SKYYTV/cs2156_null_null_1351424351316.jpg
687,DCS_LAMACHIEGU_NORTH VODAFONE,-1,16,DCS_LAMACHIEGU_NORTH VODAFONE/cs2592_null_null_1351407692661.jpg
162,3122 PANKESE VODAFONE,-1,16,3122 PANKESE VODAFONE/cs2601_ct0001_se0023_1350563755594.jpg
1433,TAKORADI SIC TIGO,-1,16,TAKORADI SIC TIGO/cs2629_null_null_1351090450857.jpg
1153,NEW NYOMA,-1,16,NEW NYOMA/cs2900_null_null_1351064923993.jpg
250,Adansi Praso Expresso,-1,16,Adansi Praso Expresso/cs3039_null_null_1351412589392.jpg
1330,SAWLA EXPRESSO,-1,16,SAWLA EXPRESSO/cs3633_ct0006_se0026_1350989265338.jpg
1673,0314AFRANCHO,-1,16,0314AFRANCHO/cs4267_null_null_1351773886495.jpg
817,GUMANI JUNCTION AIRTEL,-1,16,GUMANI JUNCTION AIRTEL/cs4528_ct0001_se0012_1351175032765.jpg
1162,Nkakaw ,-1,16,Nkakaw /cs4846_null_null_1351597505337.jpg
992,KOJOKROM II,-1,16,KOJOKROM II/cs5180_ct0006_se0089_1351269703633.jpg
1000,KPANDELE(TAMALE-S-ROAD 01),-1,16,KPANDELE(TAMALE-S-ROAD 01)/cs5183_ct0006_se0062_1351157693714.jpg
314,AGONIA,-1,16,AGONIA/cs5187_ct0006_se0096_1351152368753.jpg
1341,SEFWI_WIAWSO VODAFONE,-1,16,SEFWI_WIAWSO VODAFONE/cs5191_ct0001_se0012_1351242294241.jpg
2288,MAKOLA IC BANK,-1,16,MAKOLA IC BANK/cs5453_null_null_1351521145658.jpg
2414,POKUASE,-1,16,POKUASE/DSC02720.jpg
12,0669DOMEABRA,-1,16,0669DOMEABRA/DSC02941.jpg
1635,ABIRIM ,-1,16,ABIRIM /DSC03409.jpg
770,Effiekuma,-1,16,Effiekuma/DSC03499.jpg
2328,Nii Boi Town,-1,16,Nii Boi Town/DSC03542.jpg
794,FRANKADUA,-1,16,FRANKADUA/DSC05626.jpg
2193,GOI EXPRESSO,-1,16,GOI EXPRESSO/DSCF5272.jpg
852,HO DOME AIRTEL,-1,16,HO DOME AIRTEL/DSCF5272.jpg
1200,NSAWAM  ,-1,16,NSAWAM  /DSCI0050.jpg
1635,ABIRIM ,-1,16,ABIRIM /DSCI0161.jpg
2326,NEW_NMAI_DJORN,-1,16,NEW_NMAI_DJORN/DSCI0265.jpg
313,Agona Swedru Vodafone,-1,16,Agona Swedru Vodafone/DSCI0342.jpg
31,0937NYAMKPALA,-1,16,0937NYAMKPALA/DSCI0573.jpg
2123,Community 19,-1,16,Community 19/DSCI0599.jpg
848,HO BANKOE AIRTEL,-1,16,HO BANKOE AIRTEL/DSCI0737.jpg
1661,Adomanu,-1,16,Adomanu/DSCI0775.jpg
924,KENTE 2,-1,16,KENTE 2/DSCI0938.jpg
990,KOJOKROM,-1,16,KOJOKROM/DSCN0119.jpg
187,3932 MOSI_ZONGO MTN,-1,16,3932 MOSI_ZONGO MTN/DSCN1185.jpg
321,AKATSI 1(MTN),-1,16,AKATSI 1(MTN)/DSCN1188.jpg
1916,KENTINKRONO,-1,16,KENTINKRONO/DSCN1324.jpg
2490,Tema Community 1,-1,16,Tema Community 1/DSCN1953.JPG
5161,Bediadua,-1,16,Bediadua/DSCN2033.JPG
2303,medie mtn,-1,16,medie mtn/DSCN2228.jpg
222,Abura Dunkwa 2,-1,16,Abura Dunkwa 2/DSCN2273.JPG
2414,Pokuase,-1,16,Pokuase/DSCN2296.JPG
810,GOKA,-1,16,GOKA/DSCN2458.JPG
2295,manet mtn,-1,16,manet mtn/DSCN2658.JPG
1866,FUFUO,-1,16,FUFUO/DSCN2684.jpg
904,KADE,-1,16,KADE/DSCN2729.jpg
1881,GYINYASI,-1,16,GYINYASI/DSCN2897.JPG
172,3658 WALEWALE_2 MTN,-1,16,3658 WALEWALE_2 MTN/DSCN2907.jpg
2356,Obeyie airtel,-1,16,Obeyie airtel/DSCN2980.jpg
28,0797 NEW TAFO,-1,16,0797 NEW TAFO/DSCN3178.jpg
902,KABANPE_REP EXPRESSO ,-1,16,KABANPE_REP EXPRESSO /DSCN3200.jpg
1905,JUASO,-1,16,JUASO/DSCN3290.jpg
2510,TESHIE KPOKPATWN,-1,16,TESHIE KPOKPATWN/DSCN3401.jpg
2509,TESHIE COLD STORE,-1,16,TESHIE COLD STORE/DSCN3614.jpg
2500,Tema Unilever,-1,16,Tema Unilever/DSCN6277.JPG
6922,0770ITUMA,-1,16,0770ITUMA/null_ct0001_se0012_1350987550516.jpg
1367,SOKODE MTN,-1,16,SOKODE MTN/null_ct0007_se0053_1350987924070.jpg
6855,0140TRADE_FAIR,-1,16,0140TRADE_FAIR/PB140716.jpg
6849,0579T_INDTRY5,-1,16,0579T_INDTRY5/PB140967.jpg
4828,1135MATAHEKO,-1,16,1135MATAHEKO/PB181501.jpg
6806,0554KLAGON,-1,16,0554KLAGON/PB191625.jpg
1058,KWAME DANSO,-1,16,KWAME DANSO/PB212118.jpg
1710,0911AKAPORISO,-1,16,0911AKAPORISO/SAM_1401.jpg
4206,1236ADABRAKA_3,-1,16,1236ADABRAKA_3/SAM_2161.jpg
3834,Adabraka Newtown,1,17,Adabraka Newtown/cs1488_null_null_1351337558040.jpg
634,BUSUA VOD,1,17,BUSUA VOD/cs1619_null_null_1351257576015.jpg
52,1646 YAPEI Mtn,1,17,1646 YAPEI Mtn/cs1625_null_null_1351608410271.jpg
2442,SAKUMONO TRAFFIC LIGHT,1,17,SAKUMONO TRAFFIC LIGHT/cs2592_null_null_1351407692661.jpg
2357,ODOKOR STATION,1,17,ODOKOR STATION/DSCN0337.jpg
3721,0166ACC_TECH,1,17,0166ACC_TECH/SAM_1412.jpg
